name,height,weight,reach,slpm,str_acc_%,sapm,str_def_%,td_avg,td_acc_%,td_def_%,sub_avg,stance,cluster
Michael McBride,185.42000000000002,155.0,74.91588097808986,4.08,48,5.85,40,1.85,42,30,1.2,Orthodox,3
Cindy Dandois,170.18,135.0,68.57791622979092,3.13,32,3.4,58,5.0,55,0,0.0,Orthodox,1
Joe Proctor,177.8,155.0,72.0,3.39,36,3.93,59,0.0,0,70,1.8,Orthodox,3
Roy Nelson,182.88,263.0,73.0,2.18,36,4.79,46,1.14,27,65,0.1,Orthodox,1
Rashid Magomedov,175.26,155.0,70.0,4.4,49,3.05,54,0.67,57,89,0.2,Orthodox,2
Augusto Mendes,167.64000000000001,135.0,65.0,2.42,34,3.91,56,1.75,33,80,0.0,Orthodox,2
Nathan Coy,177.8,170.0,69.0,3.88,52,2.4,61,3.17,47,50,0.0,Unorthodox,2
Anthony Johnson,187.96,205.0,78.0,3.25,47,1.83,60,2.43,57,77,0.6,Orthodox,3
Gegard Mousasi,187.96,185.0,76.0,3.75,50,1.21,68,1.59,60,59,1.1,Orthodox,3
Patrick Cote,180.34,170.0,75.0,2.81,48,3.21,48,0.68,20,43,0.2,Orthodox,1
Mike de la Torre,180.34,145.0,71.0,3.21,39,4.75,51,0.36,16,83,0.0,Orthodox,1
Brad Pickett,167.64000000000001,135.0,68.0,3.02,31,4.63,55,2.47,44,58,0.4,Orthodox,2
Scott Askham,190.5,185.0,75.0,3.03,46,3.52,52,0.44,18,65,0.7,Unorthodox,3
Rony Jason,170.18,145.0,73.0,2.04,44,3.14,53,0.59,30,36,0.8,Orthodox,3
Garreth McLellan,185.42000000000002,185.0,72.0,3.56,54,2.94,45,1.15,22,34,0.9,Unorthodox,3
Sam Sicilia,172.72,145.0,67.0,2.46,33,3.55,59,1.45,43,70,0.9,Orthodox,3
Alex Ricci,180.34,155.0,72.8032260619902,2.48,41,2.53,64,0.0,0,64,0.0,Orthodox,1
Reginaldo Vieira,170.18,135.0,65.0,3.76,40,2.89,59,1.97,27,25,0.8,Orthodox,3
Phillipe Nover,175.26,145.0,72.0,1.79,35,2.48,56,0.99,28,44,0.7,Orthodox,3
Roan Carneiro,180.34,170.0,76.0,1.46,46,1.82,62,3.05,42,83,1.4,Orthodox,3
Michinori Tanaka,165.1,135.0,67.0,1.97,37,1.99,50,2.4,38,43,0.2,Orthodox,1
Daniel Jolly,185.42000000000002,205.0,75.0,1.32,46,3.39,44,2.83,33,50,0.0,Orthodox,1
JC Cottrell,175.26,155.0,70.69057114589056,0.79,25,2.75,45,0.79,100,50,0.0,Orthodox,2
Viktor Pesta,190.5,240.0,77.0,1.58,36,2.54,56,3.29,28,100,0.0,Orthodox,2
Jocelyn Jones-Lybarger,170.18,115.0,64.0,2.96,31,4.83,56,0.34,25,81,0.0,Orthodox,1
Ronda Rousey,170.18,135.0,66.0,4.17,52,4.14,44,6.26,68,50,4.8,Orthodox,3
Brandon Thatch,187.96,170.0,74.0,2.7,42,3.63,52,1.36,66,50,0.7,Unorthodox,3
Cole Miller,185.42000000000002,145.0,73.0,3.0,33,3.88,59,0.6,36,38,1.8,Orthodox,3
James Moontasri,177.8,170.0,71.0,2.39,48,3.86,40,0.0,0,79,0.2,Unorthodox,1
Takeya Mizugaki,170.18,135.0,69.0,3.37,37,3.27,57,1.46,57,70,0.1,Orthodox,2
Fredy Serrano,160.02,125.0,65.0,1.58,26,1.89,61,2.84,25,84,0.0,Orthodox,2
Tim Kennedy,180.34,185.0,74.0,2.78,47,1.84,62,2.58,35,70,0.7,Orthodox,3
Valerie Letourneau,170.18,115.0,68.0,4.51,37,5.4,58,0.77,45,66,0.3,Orthodox,2
Zach Makovsky,162.56,125.0,64.0,1.94,43,2.24,62,3.71,30,56,0.3,Unorthodox,2
Sean O'Connell,185.42000000000002,205.0,74.0,5.46,48,6.77,45,0.0,0,30,0.5,Orthodox,1
Joseph Gigliotti,180.34,185.0,72.8032260619902,1.04,39,2.92,45,1.56,100,50,0.8,Orthodox,3
Tiago dos Santos e Silva,175.26,145.0,70.0,3.69,35,4.23,59,0.63,11,33,0.3,Orthodox,1
Keith Berish,182.88,205.0,73.85955352004002,3.58,36,4.81,62,1.76,40,0,0.0,Orthodox,1
Brendan O'Reilly,170.18,170.0,69.0,1.9,47,2.77,39,2.22,43,36,0.6,Orthodox,3
Elvis Mutapcic,182.88,185.0,72.0,3.41,40,4.27,38,0.0,0,81,0.0,Orthodox,1
Kyle Noke,185.42000000000002,170.0,76.0,3.23,50,2.09,64,1.53,54,66,0.8,Unorthodox,3
Yusuke Kasuya,170.18,155.0,68.57791622979092,2.17,44,4.34,48,1.36,33,0,0.0,Unorthodox,1
Seo Hee Ham,157.48,115.0,62.0,4.2,39,5.15,61,0.0,0,66,0.2,Unorthodox,1
Jonathan Meunier,190.5,170.0,77.0285358941895,3.47,50,1.43,69,0.58,33,58,0.0,Unorthodox,1
Richard Walsh,182.88,170.0,73.0,3.84,46,2.72,58,1.55,40,66,0.2,Orthodox,2
Geane Herrera,165.1,125.0,66.0,1.51,31,5.07,52,0.83,37,38,0.6,Orthodox,3
Guangyou Ning,162.56,145.0,64.0,2.66,41,1.91,61,1.09,50,62,0.3,Unorthodox,2
Yao Zhikui,165.1,125.0,64.0,1.44,21,2.82,48,0.66,16,58,0.0,Orthodox,1
Ryan Bader,187.96,205.0,74.0,2.82,43,1.39,71,3.37,44,80,0.4,Orthodox,2
Manvel Gamburyan,165.1,135.0,67.0,2.13,41,2.83,55,3.26,34,69,0.7,Orthodox,3
Magnus Cedenblad,195.58,185.0,79.0,2.38,51,3.02,40,2.87,64,66,1.0,Orthodox,3
Kyoji Horiguchi,165.1,125.0,66.0,3.6,45,2.45,62,2.0,44,55,0.0,Orthodox,2
Ali Bagautinov,162.56,125.0,65.0,2.85,42,3.09,52,2.51,36,65,0.3,Orthodox,2
Anna Elmose,160.02,115.0,64.35260639759161,3.68,49,4.64,56,0.0,0,33,0.0,Orthodox,1
Milana Dudieva,160.02,135.0,64.35260639759161,0.87,31,3.43,58,2.34,45,0,0.0,Orthodox,1
Heather Clark,167.64000000000001,115.0,64.0,3.69,49,5.62,50,0.33,4,80,0.3,Orthodox,1
Erik Perez,172.72,135.0,68.0,3.16,40,2.09,66,3.16,55,69,0.2,Orthodox,2
Erick Montano,182.88,170.0,73.0,2.79,44,2.06,64,2.29,36,66,0.0,Orthodox,2
Jason Novelli,182.88,155.0,73.85955352004002,1.73,24,3.55,66,0.7,33,100,0.0,Orthodox,2
Chris Avila,177.8,145.0,71.74689860394038,2.37,30,4.17,48,0.0,0,46,0.0,Orthodox,1
Dan Henderson,180.34,185.0,74.0,2.44,47,2.7,51,1.52,52,57,0.3,Orthodox,2
Albert Tumenov,180.34,170.0,73.0,3.76,42,3.34,58,0.2,20,75,0.0,Orthodox,1
Lukasz Sajewski,172.72,155.0,71.0,2.06,35,3.88,57,1.01,25,66,0.0,Orthodox,1
Tamdan McCrory,193.04,185.0,76.0,2.07,49,1.6,46,2.28,50,33,2.5,Unorthodox,3
Cody East,190.5,245.0,77.0285358941895,4.15,43,7.32,40,3.97,100,16,0.0,Orthodox,2
Kelly Faszholz,172.72,135.0,69.63424368784074,4.01,48,3.61,52,0.0,0,44,0.0,Orthodox,1
Antonio Silva,193.04,264.0,82.0,2.89,45,3.09,50,0.82,29,66,0.8,Orthodox,3
Hector Urbina,180.34,170.0,73.0,0.97,38,2.44,39,0.0,0,38,3.8,Orthodox,3
Glaico Franca Moreira,182.88,155.0,77.0,2.35,42,3.46,47,2.68,42,76,0.3,Orthodox,2
Kenny Robertson,177.8,170.0,74.0,3.72,47,3.02,52,1.37,26,57,0.8,Orthodox,3
Maximo Blanco,172.72,145.0,71.0,4.11,44,3.19,66,1.85,36,63,0.3,Orthodox,2
Augusto Montano,185.42000000000002,170.0,73.0,3.46,46,2.66,56,0.0,0,66,0.0,Orthodox,1
Leonardo Guimaraes,182.88,185.0,73.85955352004002,2.35,56,2.99,44,0.0,0,52,1.0,Orthodox,3
Joey Gomez,177.8,135.0,73.0,2.44,28,4.46,55,0.62,100,50,0.0,Orthodox,2
Caio Magalhaes,185.42000000000002,185.0,73.0,2.27,40,2.78,56,1.05,15,58,1.6,Orthodox,3
Sean Spencer,177.8,170.0,74.0,4.24,32,4.02,60,0.14,33,68,0.0,Orthodox,1
Josh Barnett,190.5,250.0,78.0,3.2,50,2.11,57,1.26,55,55,1.4,Orthodox,3
Tae Hyun Bang,175.26,155.0,71.0,2.72,38,2.07,66,0.49,33,57,0.5,Unorthodox,1
Leandro Issa,170.18,135.0,69.0,2.08,37,3.17,58,2.38,22,50,1.2,Orthodox,3
Leandro Silva,175.26,155.0,72.0,2.39,48,2.08,63,1.76,37,65,0.4,Orthodox,2
Kevin Casey,180.34,185.0,77.0,2.27,53,3.76,46,0.79,22,27,0.4,Unorthodox,1
Shane Campbell,182.88,155.0,71.0,3.99,59,3.19,55,1.36,28,82,0.0,Orthodox,2
Rick Story,175.26,170.0,71.0,3.8,41,2.17,62,2.53,48,63,0.9,Unorthodox,3
Elizabeth Phillips,167.64000000000001,135.0,65.0,2.6,33,3.07,58,0.75,25,53,0.2,Orthodox,1
Lorenz Larkin,180.34,170.0,72.0,3.53,46,2.74,63,0.27,42,79,0.1,Orthodox,2
Alberto Uda,190.5,185.0,77.0285358941895,1.79,52,3.49,45,2.83,50,66,0.0,Orthodox,2
Horacio Gutierrez,177.8,145.0,71.74689860394038,0.86,26,2.91,46,0.0,0,50,0.0,Orthodox,1
Tatsuya Kawajiri,170.18,145.0,69.0,2.04,44,2.01,50,3.63,48,63,1.1,Orthodox,3
Francisco Rivera,172.72,135.0,70.0,4.07,41,3.16,68,1.01,63,68,0.6,Orthodox,3
Michael Graves,177.8,170.0,71.0,1.25,54,1.47,58,4.8,52,66,0.4,Orthodox,2
Cesar Arzamendia,180.34,155.0,72.8032260619902,5.37,45,5.2,56,7.32,75,0,2.4,Orthodox,3
Jim Alers,175.26,145.0,71.0,2.9,40,4.38,56,2.26,41,80,0.3,Orthodox,2
Michael McDonald,175.26,135.0,70.0,2.69,42,2.76,57,1.09,66,52,1.4,Orthodox,3
Josh Samman,190.5,185.0,79.0,2.08,52,2.47,34,1.09,33,33,0.4,Orthodox,1
Cristina Stanciu,160.02,115.0,64.35260639759161,2.5,50,3.07,52,0.85,100,40,1.7,Orthodox,3
Cody Pfister,177.8,155.0,73.0,1.41,25,2.8,51,2.82,30,0,0.0,Orthodox,1
Brock Lesnar,190.5,265.0,81.0,3.53,72,2.11,50,3.9,55,60,0.5,Orthodox,2
Enrique Marin,177.8,170.0,71.74689860394038,1.43,33,3.0,50,2.5,38,60,1.0,Orthodox,3
Thiago Tavares,170.18,145.0,70.0,2.0,40,2.31,62,3.83,42,62,1.5,Orthodox,3
Fernando Bruno,167.64000000000001,145.0,67.5215887717411,1.75,39,1.78,48,2.02,22,56,0.5,Orthodox,1
Cory Hendricks,190.5,205.0,77.0285358941895,3.13,39,4.07,42,0.0,0,100,0.0,Unorthodox,1
Anton Zafir,180.34,170.0,72.8032260619902,2.99,64,2.31,52,6.11,60,0,0.0,Orthodox,2
Mehdi Baghdad,185.42000000000002,155.0,74.91588097808986,3.13,30,4.56,46,0.0,0,33,0.0,Orthodox,1
Dileno Lopes,165.1,135.0,66.46526131369126,2.37,36,3.33,53,2.5,31,100,1.5,Orthodox,3
Jerrod Sanders,172.72,135.0,72.0,0.88,64,1.14,46,2.2,33,50,1.6,Orthodox,3
Rory MacDonald,182.88,170.0,76.0,3.75,42,2.8,62,1.77,47,88,0.4,Orthodox,2
Steve Bosse,180.34,205.0,72.0,5.99,52,5.38,50,0.92,33,100,0.0,Orthodox,2
Chris Beal,170.18,125.0,69.0,3.45,35,3.18,61,1.6,58,78,0.2,Orthodox,2
Yan Cabral,180.34,155.0,73.0,2.02,47,1.98,62,2.89,35,37,1.2,Orthodox,3
Dominic Waters,185.42000000000002,170.0,79.0,0.48,23,2.53,39,4.07,52,28,0.0,Orthodox,1
Willie Gates,172.72,125.0,72.0,1.8,38,4.28,38,0.0,0,67,0.4,Orthodox,1
Chris Kelades,170.18,125.0,68.0,2.4,43,2.64,48,1.04,18,53,0.3,Orthodox,1
Clint Hester,187.96,205.0,77.0,3.36,42,3.44,56,1.02,35,60,0.0,Orthodox,1
Efrain Escudero,175.26,155.0,71.0,2.92,44,2.3,63,1.31,40,66,0.8,Orthodox,3
Gabriel Gonzaga,187.96,242.0,76.0,2.12,45,2.94,57,2.8,39,66,1.1,Orthodox,3
Igor Pokrajac,182.88,205.0,74.0,2.25,45,4.26,40,0.87,29,51,0.2,Orthodox,1
Ian Entwistle,165.1,135.0,66.46526131369126,0.11,7,7.36,31,0.0,0,0,12.1,Orthodox,3
Filip Pejic,172.72,135.0,69.63424368784074,0.0,0,0.88,33,0.0,0,0,0.0,Orthodox,1
Lucas Martins,182.88,145.0,72.0,2.87,35,4.14,60,0.0,0,76,0.5,Unorthodox,1
Robert Whiteford,175.26,145.0,69.0,2.33,46,1.99,62,1.9,30,45,0.0,Unorthodox,1
Frank Mir,190.5,264.0,79.0,2.18,47,3.84,38,2.02,40,54,2.0,Unorthodox,3
James Te Huna,187.96,185.0,75.0,4.04,51,2.99,62,2.75,37,58,0.2,Orthodox,2
Mark Eddiva,172.72,145.0,68.0,3.37,45,2.98,54,1.45,22,63,0.0,Orthodox,1
Rin Nakai,154.94,135.0,62.23995148149197,1.57,33,3.9,60,3.0,18,75,0.5,Orthodox,2
Viscardi Andrade,180.34,170.0,75.0,3.26,42,2.77,63,1.93,50,66,0.3,Orthodox,2
Tom Lawlor,182.88,205.0,74.0,2.5,42,2.41,60,2.46,32,57,1.4,Unorthodox,3
Marcelo Guimaraes,182.88,185.0,73.0,4.67,51,4.41,62,1.99,13,0,0.0,Orthodox,1
Justin Salas,172.72,155.0,70.0,3.42,43,2.96,68,2.43,20,0,0.0,Unorthodox,1
Mike Wilkinson,170.18,145.0,66.0,2.35,38,3.7,35,0.92,14,55,0.9,Orthodox,3
Chris Dempsey,177.8,185.0,72.0,2.25,32,2.82,65,2.64,23,16,0.0,Orthodox,1
Yaotzin Meza,175.26,145.0,71.0,1.43,41,1.62,64,1.06,20,18,1.4,Orthodox,3
Norman Parke,180.34,155.0,70.0,3.06,35,2.88,64,1.98,26,77,0.0,Unorthodox,2
Martin Svensson,185.42000000000002,155.0,74.91588097808986,2.02,38,5.91,38,0.0,0,0,0.0,Orthodox,1
Joe Riggs,182.88,185.0,70.0,2.41,51,1.69,57,2.45,55,62,0.6,Unorthodox,3
Daniel Sarafian,175.26,185.0,73.0,2.23,46,3.1,58,0.36,7,53,0.7,Orthodox,3
Jonavin Webb,177.8,170.0,71.74689860394038,1.47,30,2.27,64,2.5,31,40,1.0,Orthodox,3
Jared Rosholt,187.96,265.0,75.0,2.08,46,1.52,59,1.83,41,66,0.1,Orthodox,2
Rafael Cavalcante,185.42000000000002,205.0,74.0,2.71,53,3.62,49,0.6,40,63,0.1,Orthodox,1
KJ Noons,177.8,155.0,70.0,3.68,35,3.78,65,0.08,20,68,0.0,Orthodox,1
Noad Lahat,175.26,145.0,69.0,2.79,46,1.47,63,2.37,26,16,2.4,Orthodox,3
Masio Fullen,177.8,145.0,70.0,2.46,32,3.5,54,0.47,33,69,0.0,Orthodox,1
Matt Dwyer,193.04,170.0,76.0,2.57,34,3.24,54,0.44,10,60,0.0,Orthodox,1
Levan Makashvili,172.72,145.0,68.0,2.87,54,2.07,61,3.67,42,85,0.0,Orthodox,2
Felipe Olivieri,175.26,155.0,70.69057114589056,6.68,58,4.6,57,0.0,0,71,0.0,Orthodox,1
Matt Mitrione,190.5,265.0,82.0,3.55,50,2.79,64,0.0,0,55,0.7,Unorthodox,3
Daron Cruickshank,172.72,155.0,72.0,2.88,38,2.98,57,2.04,41,60,0.2,Unorthodox,2
Diego Brandao,170.18,145.0,64.0,2.94,47,3.38,62,3.21,68,80,0.6,Orthodox,3
Tony Sims,180.34,155.0,70.0,1.81,63,0.76,65,0.71,50,50,0.7,Unorthodox,3
Masanori Kanehara,170.18,135.0,67.0,1.88,49,1.63,62,1.44,50,63,0.9,Orthodox,3
Sheldon Westcott,185.42000000000002,170.0,71.0,2.26,40,3.73,37,3.23,37,14,0.0,Unorthodox,1
Edgar Garcia,177.8,170.0,71.0,3.16,29,4.23,60,2.21,57,50,0.6,Orthodox,3
Sarah Kaufman,165.1,135.0,66.0,6.65,46,4.0,62,0.38,57,81,0.0,Orthodox,2
Danny Castillo,175.26,155.0,71.0,2.57,42,1.96,62,2.95,38,63,0.2,Orthodox,2
Hayder Hassan,177.8,170.0,71.74689860394038,2.11,46,3.16,48,0.0,0,25,0.0,Orthodox,1
Marcio Alexandre Junior,182.88,185.0,75.0,1.61,45,2.89,42,0.35,20,66,0.7,Unorthodox,3
Marcin Wrzosek,175.26,155.0,70.69057114589056,3.47,43,4.07,43,3.0,25,33,0.0,Orthodox,1
Konstantin Erokhin,180.34,230.0,72.8032260619902,1.07,36,1.83,47,0.0,0,70,0.0,Orthodox,1
Mike Pierce,172.72,170.0,71.0,2.62,42,2.36,62,3.08,42,71,0.2,Orthodox,2
Abner Lloveras,180.34,155.0,72.8032260619902,6.27,49,6.87,43,2.0,20,0,0.0,Orthodox,1
John Howard,170.18,170.0,72.0,2.15,50,3.08,51,2.7,49,53,0.4,Orthodox,2
Andreas Stahl,180.34,170.0,72.8032260619902,2.83,37,4.74,57,1.55,66,80,0.0,Orthodox,2
Emily Kagan,160.02,115.0,64.35260639759161,2.6,36,5.29,38,1.86,14,50,0.0,Orthodox,1
Benson Henderson,175.26,170.0,70.0,2.93,45,1.79,63,2.4,45,63,0.8,Unorthodox,3
Yoshihiro Akiyama,177.8,170.0,75.0,3.1,41,3.62,57,2.29,67,92,1.0,Orthodox,3
Dongi Yang,177.8,185.0,73.0,3.55,51,3.21,63,1.7,41,61,0.5,Unorthodox,2
Yui Chul Nam,175.26,145.0,70.69057114589056,3.53,51,2.0,48,1.33,16,57,0.3,Orthodox,1
Leo Kuntz,177.8,155.0,71.74689860394038,1.68,32,3.8,45,1.99,25,33,0.7,Orthodox,3
Scott Jorgensen,165.1,135.0,66.0,3.37,40,3.41,65,2.61,45,59,0.7,Orthodox,3
Vernon Ramos Ho,167.64000000000001,170.0,67.5215887717411,4.0,25,8.0,55,0.0,0,0,0.0,Orthodox,1
Valmir Lazaro,182.88,155.0,73.0,4.87,37,4.09,61,1.33,40,96,0.0,Orthodox,2
Akbarh Arreola,177.8,155.0,71.0,2.32,45,4.01,56,1.07,100,33,0.4,Unorthodox,2
Anthony Perosh,190.5,205.0,75.0,2.27,43,3.77,53,2.03,22,33,1.1,Orthodox,3
Danny Martinez,167.64000000000001,125.0,67.0,2.73,28,3.77,63,3.0,45,36,0.0,Orthodox,1
Richie Vaculik,167.64000000000001,125.0,69.0,3.69,46,4.09,57,3.0,45,31,1.0,Orthodox,3
Steve Montgomery,193.04,185.0,78.08486335223932,4.85,39,4.12,47,0.0,0,64,0.0,Unorthodox,1
Steve Kennedy,180.34,170.0,72.8032260619902,2.28,35,5.52,45,2.51,33,0,0.0,Orthodox,1
Piotr Hallmann,175.26,155.0,71.0,3.98,45,3.17,58,2.55,44,70,0.4,Orthodox,2
Fabio Maldonado,185.42000000000002,205.0,75.0,5.29,58,4.31,53,0.44,57,61,0.6,Orthodox,3
Edimilson Souza,182.88,145.0,74.0,4.65,44,2.91,58,0.0,0,50,0.0,Orthodox,1
Gasan Umalatov,180.34,170.0,71.0,2.23,39,4.1,59,0.75,17,90,0.0,Orthodox,1
Bruno Korea,167.64000000000001,135.0,65.0,2.12,34,3.96,42,0.0,0,25,0.0,Orthodox,1
Paddy Holohan,177.8,125.0,69.0,2.13,46,2.81,46,2.88,47,71,1.3,Orthodox,3
Jon Delos Reyes,167.64000000000001,125.0,67.0,2.99,38,4.14,51,3.2,83,55,1.9,Orthodox,3
Mickael Lebout,180.34,155.0,73.0,2.6,34,2.98,54,0.0,0,60,0.0,Orthodox,1
Aisling Daly,157.48,115.0,64.0,2.92,52,1.4,55,2.15,41,33,0.9,Orthodox,3
Ericka Almeida,167.64000000000001,115.0,67.5215887717411,1.07,39,3.33,43,0.5,33,37,0.0,Orthodox,1
Cathal Pendred,185.42000000000002,170.0,75.0,2.49,44,3.01,55,2.46,23,83,0.4,Orthodox,2
Bubba Bush,182.88,185.0,73.85955352004002,0.63,55,7.01,25,2.82,50,60,0.0,Orthodox,1
Ruslan Magomedov,190.5,242.0,78.0,4.02,47,1.47,66,0.33,100,88,0.0,Orthodox,2
Shawn Jordan,182.88,260.0,75.0,2.87,50,3.3,47,1.97,38,76,0.1,Unorthodox,2
Francisco Trevino,175.26,155.0,70.0,2.65,42,2.42,64,0.97,22,41,0.0,Orthodox,1
Chris Cariaso,160.02,125.0,64.0,3.35,43,2.23,61,1.11,39,57,0.8,Unorthodox,3
Chico Camus,167.64000000000001,125.0,66.0,2.58,41,2.46,64,0.77,40,72,0.4,Orthodox,2
George Roop,185.42000000000002,135.0,72.0,3.43,34,2.47,60,1.05,57,59,0.1,Orthodox,2
Katsunori Kikuno,172.72,145.0,66.0,2.64,40,2.47,61,1.88,75,76,0.8,Orthodox,3
Naoyuki Kotani,172.72,155.0,66.0,1.02,31,2.89,50,0.83,16,46,0.8,Unorthodox,3
Roger Zapata,180.34,170.0,72.8032260619902,2.6,51,2.13,36,0.0,0,81,1.4,Unorthodox,3
Clay Collard,180.34,145.0,73.0,4.22,32,5.0,50,2.81,39,71,0.5,Orthodox,2
Ron Stallings,187.96,170.0,75.0,3.22,60,3.26,51,0.0,0,71,0.0,Unorthodox,1
Nazareno Malegarie,172.72,155.0,69.63424368784074,3.87,34,3.27,69,1.0,33,0,0.0,Orthodox,1
Sam Stout,175.26,155.0,70.0,4.17,28,4.08,57,0.63,38,77,0.1,Orthodox,1
Yves Jabouin,170.18,135.0,68.0,3.06,41,2.93,62,1.94,60,82,0.1,Orthodox,2
Elias Silverio,180.34,155.0,73.0,3.67,49,2.97,51,1.62,38,85,0.2,Orthodox,2
Tom Watson,185.42000000000002,185.0,73.0,4.01,44,4.41,50,0.15,7,43,0.0,Orthodox,1
Sirwan Kakai,165.1,135.0,66.46526131369126,3.57,41,4.63,62,4.0,42,83,0.0,Orthodox,2
Roman Salazar,170.18,135.0,68.57791622979092,1.95,39,2.89,57,1.77,18,50,0.0,Orthodox,1
Anthony Christodoulou,175.26,155.0,70.69057114589056,2.19,26,5.9,45,0.0,0,40,0.0,Orthodox,1
Antonio Rodrigo Nogueira,190.5,240.0,77.0,1.95,42,2.4,55,1.3,29,36,2.4,Orthodox,3
Soa Palelei,193.04,265.0,81.0,2.47,57,2.68,48,2.2,47,66,0.0,Orthodox,2
Hugo Viana,167.64000000000001,135.0,67.0,3.05,38,3.2,57,0.22,6,50,0.0,Orthodox,1
Ramsey Nijem,180.34,155.0,75.0,3.05,44,1.62,62,5.32,62,55,1.1,Orthodox,3
Jessamyn Duke,180.34,135.0,73.0,4.83,53,4.43,57,1.27,36,50,1.9,Orthodox,3
Ivan Jorge,175.26,155.0,73.0,3.41,49,2.91,59,1.56,16,75,0.6,Orthodox,3
Pawel Pawlak,182.88,170.0,73.0,1.67,33,2.22,53,1.0,37,70,0.0,Orthodox,1
Leonardo Mafra,177.8,155.0,70.0,4.55,48,4.38,43,2.12,83,69,0.4,Orthodox,2
Vaughan Lee,167.64000000000001,125.0,66.0,3.47,47,2.07,70,0.81,33,72,1.0,Orthodox,3
Hans Stringer,190.5,205.0,77.0285358941895,3.16,61,2.84,41,2.4,36,62,0.0,Orthodox,2
Paul Redmond,177.8,145.0,71.74689860394038,0.72,34,2.99,41,0.0,0,50,0.0,Orthodox,1
Marcus Brimage,162.56,135.0,71.0,3.97,35,3.64,56,0.56,100,80,0.0,Unorthodox,2
Josh Thomson,177.8,155.0,71.0,2.59,47,2.12,64,1.92,39,54,1.3,Orthodox,3
Igor Araujo,185.42000000000002,170.0,77.0,1.52,42,2.86,49,0.86,15,22,0.6,Orthodox,3
Ildemar Alcantara,187.96,185.0,78.0,1.93,38,2.63,50,2.0,68,81,0.9,Orthodox,3
Andrew Craig,185.42000000000002,170.0,76.0,2.39,40,3.01,50,0.53,37,72,0.0,Orthodox,1
Dan Miller,185.42000000000002,185.0,74.0,2.03,36,3.06,49,1.67,54,47,1.8,Orthodox,3
Darrell Montague,167.64000000000001,125.0,67.0,1.92,25,5.38,52,0.72,25,33,1.4,Unorthodox,3
Mike Swick,185.42000000000002,170.0,77.0,2.36,37,2.29,54,1.06,50,61,0.6,Orthodox,3
Yosdenis Cedeno,172.72,155.0,69.0,1.64,29,1.6,67,0.0,0,31,0.3,Orthodox,1
Eddie Gordon,182.88,185.0,76.0,2.03,32,2.57,60,1.93,83,63,0.0,Orthodox,2
Joe Merritt,182.88,170.0,73.85955352004002,1.53,58,0.73,66,0.0,0,68,0.0,Orthodox,1
Lewis Gonzalez,177.8,170.0,71.74689860394038,1.4,37,1.87,41,2.0,33,62,0.0,Orthodox,1
Alan Omer,177.8,145.0,71.74689860394038,3.49,55,2.21,64,1.69,42,66,0.0,Orthodox,2
Niklas Backstrom,185.42000000000002,145.0,74.91588097808986,1.12,41,3.65,40,2.92,80,72,2.2,Orthodox,3
Antonio Dos Santos,177.8,185.0,71.74689860394038,5.4,51,3.94,43,0.0,0,100,0.0,Orthodox,0
Brian Ebersole,182.88,170.0,73.0,2.32,49,2.14,56,1.7,23,61,0.1,Unorthodox,1
Justin Edwards,177.8,155.0,70.0,2.68,42,3.32,51,2.14,26,27,1.0,Orthodox,3
Ricardo Abreu,180.34,185.0,72.8032260619902,3.79,31,3.98,68,2.13,42,100,0.7,Orthodox,3
Leonardo Morales,172.72,135.0,69.63424368784074,2.05,47,2.05,58,0.0,0,62,0.0,Unorthodox,1
Ryan Jimmo,185.42000000000002,205.0,73.0,3.12,66,2.77,46,0.45,28,87,0.0,Orthodox,2
Wendell Oliveira Marques,177.8,170.0,71.74689860394038,3.77,47,4.4,47,0.0,0,100,0.0,Orthodox,0
Luiz Dutra,180.34,170.0,72.8032260619902,3.92,50,4.8,41,0.0,0,100,0.0,Orthodox,0
Josh Sampo,162.56,125.0,64.0,1.99,36,2.96,55,1.06,33,40,2.1,Orthodox,3
Constantinos Philippou,180.34,185.0,73.0,2.19,35,2.73,54,0.4,42,65,0.3,Orthodox,1
Mark Munoz,182.88,185.0,71.0,3.12,51,2.26,57,3.17,29,57,0.6,Orthodox,3
Luke Barnatt,198.12,185.0,77.0,4.43,36,3.87,59,0.63,42,63,0.4,Orthodox,2
Zhang Lipeng,180.34,155.0,71.0,1.28,48,1.88,53,1.75,30,69,0.8,Unorthodox,3
Royston Wee,170.18,135.0,67.0,1.1,60,2.45,49,3.38,81,0,0.0,Orthodox,2
Roldan Sangcha'an,162.56,125.0,65.40893385564144,2.71,46,2.15,51,1.94,60,68,0.0,Orthodox,2
Nolan Ticman,167.64000000000001,125.0,67.5215887717411,2.57,47,2.53,67,0.0,0,60,0.0,Orthodox,1
Hatsu Hioki,180.34,145.0,73.0,2.42,42,2.12,65,2.55,56,54,0.6,Orthodox,3
Lisa Ellis,162.56,115.0,65.40893385564144,1.68,48,2.32,57,4.19,63,50,0.6,Orthodox,3
Dylan Andrews,185.42000000000002,185.0,74.0,2.21,50,2.72,46,2.83,50,57,0.4,Unorthodox,2
Vik Grujic,180.34,170.0,73.0,2.24,48,3.39,41,1.18,33,26,0.4,Orthodox,1
Alptekin Ozkilic,165.1,125.0,65.0,3.81,32,5.72,59,4.21,58,75,0.0,Orthodox,2
Quinton Jackson,185.42000000000002,205.0,73.0,3.25,54,2.51,55,1.52,56,73,0.1,Orthodox,2
